إشتراني,"""وَهُمْ يَتَرَنَّمُونَ تَرْنِيمَةً جَدِيدَةً قَائِلِينَ: مُسْتَحِقٌّ أَنْتَ أَنْ تَأْخُذَ ٱلسِّفْرَ وَتَفْتَحَ خُتُومَهُ، لِأَنَّكَ ذُبِحْتَ وَٱشْتَرَيْتَنَا لِلهِ بِدَمِكَ مِنْ كُلِّ قَبِيلَةٍ وَلِسَانٍ وَشَعْبٍ وَأُمَّةٍ"" (رؤ 5 :9)

يتشرف كورال الانبا اثناسيوس بدعوة حضراتكم لسهرة روحية جميلة، نتذكر فيها حياة فادينا وكم تحمل من أجلنا لكي يخلصنا، ونتمتع معه بأفراح قيامته المجيدة.

سيقام الحفل يوم الجمعة الموافق ١٢ مايو،
الساعة ٨ مساءا في مسرح الكنيسة.

الدعوة عامة للجميع، والدخول مجاني بدون تذاكر.
منتظرينكم،
صلوا من اجل الخدمة.
المسيح قام .. بالحقيقة قام.",attending
Tony & Katty`s Wedding Day,"""يَكُونُ الاثْنَانِ جَسَدًا وَاحِدًا. إِذًا لَيْسَا بَعْدُ اثْنَيْنِ بَلْ جَسَدٌ وَاحِدٌ"" (إنجيل مرقس ١٠: ٨)

كلكم مدعويين لحضور اليوم اللي انتظرناه طويلاً .... 

وجودكم هيفرحنا اوي كل واحد فيكم بالنسبة لينا مهم جدا.. 

معادنا الساعة ٩ مساءا يوم الثلاثاء ٦ سبتمبر بكنيسة السيدة العذراء والقديس أثناسيوس الرسولي بمدينة نصر .",attending
"فيلم ""انت شبهى""","**تقدم اسرة الانبا موسى الاسود لوسائل الايضاح **
*تذكار الالام و صليب ربنا يسوع المسيح
*فيلم ""انت شبهى"" عن كيفيه ان نكون احيانا مصدر الم او فخر    لربنا يسوع المسيح 

*فيلم مناسب لسن اعدادى و ثانوي و خدام 

*مدة الفيلم نصف ساعة 

*مكان العرض : كنسية مارمرقس بمصر الجديدة - القاعة المكيفه بالدور الثانى بمبنى المسرح 

*سعر التذكره : 2 جنيه 

**التذاكر يوم العرض- لحجز الاعداد برجاء الاتصال برقم : 01229558795 

* امكانية عمل عرض خاص للاعداد بالاتفاق 

* يالا شجع اولادك و بناتك و اصحابك :) 
السبت  3/28 من من 6 الى 9 مساء
الاحد  3/29 من 9 الى 10 مساء
الاربعاء 4/1 من 6 الى 9 مساء
الخميس 4/2 من 6 الى 9 مساء 
الجمعة 4/3 من 9 الى 10 مساء 
 ** كل نصف ساعه عرض **",attending
""" Michael & Mary's Engagement ""","""I WILL BETROTH YOU TO ME FOREVER; 
               YES, I WILL BETROTH YOU TO ME
              IN RIGHTEOUSNESS AND JUSTICE,
               IN LOVING KNDNESS AND MERCY;
       I WILL BETROTH YOU TO ME IN FAITHFULNESS,
                     AND U SHALL KNOW THE LORD
                              (HOSEA 2:19-20)
We  are honoured to invite you to our Engagement
Sunday, the 5th of October @ 2 pm at St. Mary & St. Athanasius Church- Nasr City
Your Presence will complete our Happiness :)

For those who are abroad, we would love to share this day with you, 
you may watch it online by following the link below:
http://youtu.be/tkm7cFEKUj0",attending
"""Super ME"" Funday","Fundayy !!?? 
aiwaan , youm hane3mel feeh 7agat keteer ..
-hanetkalem 
-hanel3ab
-hanakol

E7NA MEEN ? Osret El3adra Mariam (e3dady banat) , w Osret Genood Elmasee7 (e3dady welad) 
""Kolena wa7ed , Rou7 wa7da , 5edma wa7da fy Youm wa7ed""

BEKAM ??   70LE 

BELAKL !!? Taba3an a7san el Wagabat ;)

EMTA ?  ElSabt  28/6/2014 :D 
EL TAGAMO3 7:30 AM Wel ta7arok 7:45
EL REGOO3 8:00 PM


FEIN ? QueenLand  ( taree2 el-Isma3aleya )

Super ME Fundaay matfawetooosh

( و لكن بنعمة الله انا ما انا , ونعمته المعطاة لي لم تكن باطلة ""  (1 كو 15:10 ""

El7agz  m3 5odaam we 5ademat E3dady... 

sare3oooo bel7agz .. elamaken ma7dooodaaa",attending
† Fady ღ Magy † Engagement,"""And I have declared to them Your name, and will declare it, that the love with which You loved Me may be in them, and I in them.” (John 17:26)

We have the honor to invite you all happily to our engagement.

Your presence completes our happiness.

Save the date: 7 June 2014, 7:00 PM 
St. Mary & St. Athanasius Church, Nasr City.",attending
David & Sara Holy Wedding Ceremony,"Dear Valuable Family and Friends;

You are preciously invited to our Holy Matrimony - Crowning Ceremony
On Saturday the 3rd of May, 3:00 pm
St. Mary & St. Athanasios Church,Nasr City

We will be honored by the presence of each and everyone 

While reading the event pray for us :)

The Wedding Ceremony will live streamed through:

http://m.youtube.com/watch?v=QwoClGet8yU",attending
Sherry store community,اوبن دي في الرحاب يشمل الملايات والمفروشات للعرائس واكسسوارات دهب صيني وبعض البرندات,attending
Isaac & Mary's Big Day,"""For this cause will a man go away from his father and mother, and be joined to his wife; and the two will become one flesh, So that they are no longer two, but one flesh.""(Matt 19: 5-6)
We are honoured to invite you to share us the celebration of the birth of our small church on Thursday Oct 31 at 8:00 PM at St. Mary & St. Athanasious Church, Nasr City.
Your presence shall bring happiness to our hearts <3",attending
A Dream Coming True ... Moussa & Sarah's Big Day ;),"""They are no longer two, but one flesh. What therefore God has joined together, let no man separate."" (Matthew 19:6)

With the everlasting bonds of love, the voice of angels rises with praise, the candles of ""Virgin Mary & Saint Athanasius Church -Nasr City"" are lightened with joy for our, Moussa & Sarah, wedding ceremony.

With this happy occasion, we are honoured to invite you to share the birth of this new church on Sunday, 20/10/2013, at 3:00 pm.

Don't forget it will never be the same without your presence :)",attending
Maged & Sossa's Wedding,"Preserve them in your name so that they may be one, and I myself may be in them
john 17: 11

""On this day I take your hand and devote myself to you. On this day I will look into your eyes and commit to our future. On this day, our wedding day, I will promise to love and cherish you all my life""

The real act of marriage takes place in the heart, not in the ballroom or church. It's a choice we make - not just on our wedding day, but over and over again

We invite you to share our happiness on Thursday May 9th at 8:00 pm.
""Our happily ever after begins today.""

P.S: It's a funny thing that when a man hasn't anything on earth to worry about, he goes off and gets married.
Robert Frost :D",attending
Martina Adly & Mina Nashaat Engagement,"وأخطبك لنفسي إلى الأبد. وأخطبك لنفسي بالعدل والحق والإحسان والمراحم (هوشع 2 :19
Celebrate with us as we proclaim the start of our journey together…
we are proud to invite you to our engagement
We look forward to seeing you there.
“May love keep us together…”
– Martina & Mina.",attending
OUR ENGAGEMENT (MINA AND PAULINE),"Our happiness will be completed with your presence 
For all our family and friends abroad the engagement will be broadcasted online   www.sm-sa.org",attending
